Year,Month,Day,Hour,Severity,count
2019,8,1,14,Severe,2
2017,8,2,15,Severe,1
2018,8,3,8,Severe,1
2017,7,2,6,Severe,1
2018,7,1,3,High,4
2019,3,3,20,High,2
2019,10,7,22,High,3
2020,4,7,1,Severe,1
2017,10,6,4,Moderate,10
2019,12,7,5,High,5
2019,5,3,19,Moderate,12
2018,7,6,19,High,7
2018,7,2,17,Severe,2
2018,8,1,3,High,2
2016,2,2,19,Moderate,1
2021,4,2,8,High,8
2021,10,2,20,High,5
2017,3,7,18,Moderate,7
2022,2,4,12,High,5
2020,5,1,23,Moderate,3
2018,6,2,20,High,5
2020,3,2,20,High,6
2022,9,3,21,High,1
2016,8,3,19,Severe,1
2022,9,4,7,Severe,1
2019,11,1,19,High,8
2016,6,5,5,Moderate,1
2020,3,6,9,Low,4
2017,2,2,15,Moderate,21
2021,8,5,22,High,3
2021,9,4,14,Severe,2
2022,1,2,9,Severe,2
2021,9,4,15,High,15
2019,6,2,7,Severe,2
2021,9,4,17,Severe,3
2020,9,6,3,High,1
2020,5,6,22,High,5
2017,2,5,2,High,2
2018,9,2,23,Severe,1
2020,10,5,20,Severe,1
2016,9,2,8,High,13
2016,4,5,9,High,7
2019,9,4,14,High,11
2018,11,1,8,High,2
2019,1,1,2,Moderate,2
2019,11,2,4,High,6
2016,3,4,15,Moderate,6
2018,1,1,7,High,4
2022,7,1,10,High,7
2021,4,1,8,Moderate,9
2017,3,3,5,High,3
2019,12,1,9,High,4
2021,7,3,22,Moderate,12
2019,6,5,2,Severe,1
2019,12,6,15,Severe,2
2018,12,5,6,High,6
2022,6,1,2,Moderate,11
2017,5,2,8,Severe,1
2016,11,4,8,Severe,2
2022,8,3,16,Severe,2
2019,5,2,7,High,10
2019,3,4,13,High,5
2016,10,7,10,Moderate,6
2017,8,1,4,High,2
2019,5,3,4,High,4
2019,10,2,11,High,3
2020,5,1,5,Severe,5
2021,11,4,15,Severe,2
2021,5,6,20,High,5
2022,12,5,23,Severe,1
2022,5,5,19,Low,2
2016,6,5,23,Moderate,4
2022,12,6,7,Severe,2
2017,7,1,3,Moderate,4
2017,5,4,22,Severe,1
2018,3,1,16,High,8
2018,5,6,16,Moderate,40
2017,6,7,16,Moderate,5
2019,2,2,12,Severe,2
2018,8,4,20,Moderate,21
2022,7,3,0,Severe,10
2018,12,7,19,High,4
2017,12,2,8,High,14
2016,11,2,3,Severe,1
2020,4,4,20,High,9
2016,5,7,23,Moderate,1
2017,11,2,13,High,9
2017,10,5,5,Moderate,11
2018,6,1,12,High,6
2021,8,6,19,High,7
2018,3,1,18,Moderate,5
2022,6,4,2,Low,1
2020,12,6,20,Severe,2
2020,6,4,0,Moderate,4
2020,4,1,4,Moderate,3
2019,2,2,20,High,5
2016,5,2,13,Moderate,11
2020,9,1,18,High,8
2018,2,4,6,High,10
2019,6,4,3,Moderate,6
2017,3,4,1,High,1
2018,10,7,16,High,7
2019,9,7,8,High,4
2018,8,6,18,High,15
2022,7,6,5,High,2
2016,5,5,20,High,8
2019,1,2,11,High,5
2020,8,7,14,High,10
2016,9,4,23,High,1
2018,9,2,6,High,16
2017,4,2,7,High,8
2021,7,1,23,Moderate,19
2017,6,3,18,Moderate,10
2021,6,3,9,High,5
2017,4,4,8,High,12
2018,2,1,20,High,2
2020,9,5,1,Severe,1
2020,4,4,14,Severe,3
2023,2,1,22,Moderate,7
2017,7,2,19,Severe,1
2021,1,3,0,High,1
2023,2,2,22,Severe,1
2021,3,3,18,Severe,1
2022,5,2,17,High,7
2016,7,6,2,Severe,1
2020,5,1,0,Severe,2
2020,11,4,5,Severe,1
2022,6,2,6,High,6
2020,9,1,6,Moderate,17
2018,7,4,12,High,3
2017,10,1,11,Moderate,1
2019,11,3,10,High,5
2020,12,2,19,High,6
2019,2,3,18,High,7
2016,8,3,16,Severe,1
2018,7,6,23,Severe,1
2020,3,7,18,High,2
2019,7,5,21,High,1
2021,6,4,2,Moderate,4
2021,11,2,11,Severe,2
2017,12,4,12,High,17
2020,8,6,0,High,1
2017,4,1,2,Severe,1
2017,7,7,3,Moderate,1
2021,11,5,7,High,11
2019,9,1,17,Severe,2
2023,1,6,19,Severe,1
2017,11,6,21,Severe,1
2017,10,6,19,High,7
2017,11,3,4,Moderate,7
2022,8,1,18,High,2
2021,3,2,12,High,7
2017,10,7,8,High,5
2019,3,5,7,High,12
2021,8,6,2,High,2
2019,7,5,21,Moderate,7
2016,9,7,14,Severe,1
2018,5,5,20,Severe,1
2016,7,6,17,Severe,2
2018,1,7,16,Moderate,5
2016,8,5,9,High,9
2020,9,6,10,High,5
2018,6,2,5,High,9
2017,6,1,13,Moderate,3
2022,6,1,9,Moderate,13
2016,8,6,10,Severe,2
2018,5,2,18,High,9
2017,1,3,19,Moderate,21
2020,12,3,14,High,3
2021,8,7,2,High,3
2016,11,3,0,Moderate,2
2022,11,6,11,Severe,4
2019,7,6,5,High,5
2019,5,5,1,Moderate,2
2018,7,2,20,High,4
2022,5,1,7,Moderate,10
2021,1,1,15,High,3
2020,1,6,16,Severe,2
2018,10,7,17,Moderate,3
2020,8,6,21,Moderate,6
2022,7,1,8,High,3
2016,12,1,14,Moderate,9
2016,5,4,6,Moderate,2
2022,4,7,12,High,6
2022,3,3,7,Severe,2
2023,3,3,12,Moderate,9
2018,6,7,2,Severe,2
2022,3,4,17,High,7
2021,10,4,22,Moderate,12
2021,12,5,21,Moderate,24
2021,6,1,8,Severe,1
2017,5,7,2,Moderate,2
2020,1,1,22,Moderate,9
2017,9,5,18,Severe,2
2019,2,7,10,Severe,4
2020,3,7,17,High,5
2019,8,5,10,High,4
2022,4,2,12,High,3
2020,5,7,1,Severe,2
2017,1,7,0,High,3
2017,11,1,11,Moderate,2
2022,9,4,14,Severe,2
2019,6,5,5,Moderate,13
2021,7,7,3,High,2
2017,7,6,7,High,14
2020,7,1,20,High,1
2018,12,5,1,Severe,2
2019,11,3,17,High,16
2019,8,6,23,High,3
2020,10,3,8,High,12
2018,12,4,20,Severe,1
2021,12,5,5,High,7
2018,8,3,19,High,8
2020,7,4,12,Moderate,4
2018,1,5,4,Severe,1
2019,9,6,23,Moderate,10
2022,8,3,15,High,4
2016,6,6,13,High,3
2016,8,7,1,Moderate,4
2019,6,4,8,Severe,1
2018,5,6,5,Severe,2
2016,10,7,11,Severe,1
2019,8,7,2,High,2
2016,3,4,2,Moderate,2
2017,2,3,19,Severe,2
2019,7,5,5,Moderate,13
2016,5,7,16,Moderate,1
2023,3,7,2,Moderate,3
2020,4,2,18,Low,7
2019,12,2,2,Moderate,7
2019,3,3,21,High,7
2022,6,6,21,Severe,1
2019,4,6,16,High,15
2022,4,4,14,Low,1
2020,5,4,19,Severe,1
2021,11,6,10,Severe,1
2020,7,3,10,High,8
2021,12,6,22,Severe,3
2017,8,3,13,High,13
2022,5,4,2,Severe,1
2019,11,3,23,High,2
2020,3,2,19,High,6
2020,5,2,9,Moderate,26
2020,4,3,10,High,8
2021,9,6,14,Severe,2
2022,11,1,9,Moderate,16
2022,10,1,0,Severe,5
2022,3,2,15,High,3
2019,7,1,6,Moderate,2
2022,12,4,2,Severe,1
2016,7,1,16,High,4
2020,11,2,16,Severe,3
2019,2,4,2,Moderate,2
2018,7,5,17,High,19
2018,4,1,0,Moderate,2
2023,3,7,21,Severe,1
2019,9,6,18,High,12
2020,2,1,5,Moderate,3
2016,11,4,20,Severe,2
2017,3,3,20,High,3
2016,2,6,19,Severe,1
2021,6,6,9,Severe,5
2017,4,6,5,High,5
2020,4,2,0,Low,1
2018,10,3,6,High,23
2021,8,1,5,Moderate,10
2022,9,6,0,Severe,17
2020,1,2,12,High,9
2017,11,1,21,High,8
2020,6,5,6,Low,6
2016,8,3,12,Severe,1
2022,5,7,20,Severe,1
2017,11,5,4,High,8
2022,7,7,19,High,2
2019,8,1,18,Moderate,2
2021,3,4,0,Severe,3
2023,1,4,11,Severe,2
2019,1,1,16,Moderate,9
2018,1,1,18,Moderate,3
2018,7,7,21,Moderate,2
2016,4,5,12,Moderate,9
2022,11,3,17,Severe,1
2018,6,1,0,Moderate,2
2018,12,1,14,Moderate,5
2020,4,4,21,Low,3
2016,7,6,3,Severe,2
2016,12,1,20,High,6
2017,4,7,17,High,7
2022,3,1,4,Severe,1
2019,7,3,10,High,7
2020,5,4,4,High,6
2017,2,1,18,Moderate,2
2016,8,6,15,Severe,2
2020,5,7,7,Moderate,11
2019,1,4,20,High,5
2016,8,6,13,High,9
2020,7,6,19,Moderate,6
2019,1,3,8,High,24
2016,4,5,17,Moderate,16
2019,10,2,18,High,12
2020,1,3,0,Severe,2
2021,5,1,11,Severe,2
2019,4,3,8,Severe,3
2020,7,1,17,High,5
2022,2,3,10,High,7
2018,5,5,5,Severe,3
2019,9,6,20,Moderate,19
2021,9,7,13,Severe,2
2020,7,6,13,Moderate,2
2022,4,7,14,Severe,1
2022,2,1,17,Severe,2
2021,7,7,8,High,3
2023,3,4,8,Severe,1
2020,11,1,23,Severe,2
2017,11,5,20,High,7
2016,4,6,1,Moderate,1
2016,6,5,13,High,5
2018,1,5,13,Severe,3
2021,6,4,5,High,7
2021,10,5,18,Severe,1
2020,5,2,13,Severe,2
2022,2,4,10,Severe,2
2020,4,6,0,High,1
2022,8,7,5,High,1
2020,3,5,18,Low,2
2020,9,5,19,Severe,1
2020,3,1,8,High,6
2017,7,6,3,High,1
2017,7,2,16,High,7
2019,9,3,14,Moderate,29
2019,8,4,13,Moderate,26
2022,4,4,8,High,9
2019,6,6,12,High,9
2020,3,1,16,High,6
2020,11,7,10,High,4
2018,6,7,8,High,6
2022,8,5,2,Moderate,9
2018,4,5,21,Moderate,12
2017,10,6,8,Severe,3
2022,4,4,22,Moderate,11
2020,5,3,17,Severe,5
2019,4,5,7,High,12
2017,11,5,16,Severe,2
2018,10,5,0,High,4
2016,10,7,11,Moderate,9
2018,12,2,5,Severe,6
2020,3,5,6,Severe,2
2018,3,2,4,Moderate,12
2020,8,7,6,Moderate,3
2022,4,5,16,Low,2
2022,5,5,5,Low,4
2018,7,1,12,High,5
2020,1,3,22,Severe,1
2020,4,5,8,High,10
2019,5,5,13,Severe,1
2019,9,3,9,High,9
2017,5,1,22,High,3
2019,7,1,2,High,4
2019,3,2,12,High,6
2018,1,2,22,High,5
2018,2,1,19,Severe,1
2019,1,6,2,Moderate,3
2017,1,4,12,High,3
2019,3,5,20,High,2
2018,7,7,15,Moderate,6
2020,9,1,11,High,4
2018,9,2,20,Moderate,7
2016,11,1,6,Moderate,6
2018,1,5,16,High,17
2022,3,3,17,High,9
2018,7,6,13,High,15
2020,3,1,16,Moderate,22
2017,9,7,22,Moderate,2
2020,5,6,23,Severe,3
2017,8,2,8,Severe,1
2018,8,6,21,Moderate,11
2019,12,4,21,High,4
2022,9,3,3,Severe,3
2017,2,4,0,Moderate,2
2021,2,5,14,High,5
2018,2,7,21,Moderate,2
2019,6,1,20,High,5
2020,7,1,15,High,4
2019,5,3,0,High,2
2019,10,3,22,High,7
2020,5,7,1,Low,2
2019,3,5,20,Moderate,9
2016,6,3,11,Severe,1
2021,1,1,21,High,2
2019,8,3,14,High,7
2017,10,1,2,Moderate,1
2019,3,1,19,Moderate,4
2021,9,5,19,High,2
2018,8,3,23,High,3
2017,3,6,4,High,1
2019,9,2,9,High,5
2017,1,2,0,High,2
2017,3,6,22,Severe,1
2016,5,1,9,Moderate,2
2021,11,7,12,Severe,1
2016,4,2,9,Low,1
2016,4,2,3,High,1
2022,5,6,6,High,4
2019,1,2,2,Moderate,1
2017,3,5,5,High,3
2018,7,5,3,Moderate,2
2018,11,1,3,High,1
2021,1,6,14,Severe,1
2016,8,1,14,High,9
2017,12,5,15,Severe,3
2020,2,1,2,High,2
2022,5,5,4,Low,1
2016,6,5,2,High,1
2018,11,6,5,Severe,1
2017,2,5,13,High,5
2017,9,2,3,Moderate,1
2022,7,2,6,Severe,2
2019,1,6,13,High,3
2021,11,2,23,Moderate,5
2018,4,5,2,High,1
2022,5,3,4,High,6
2022,3,1,17,High,3
2022,10,5,12,Severe,1
2020,4,1,21,Severe,1
2022,3,7,10,High,3
2019,3,5,16,High,11
2020,5,1,4,Low,1
2021,3,7,16,Severe,1
2022,5,3,17,High,7
2019,7,7,11,High,9
2020,5,1,18,Severe,1
2022,4,5,0,High,1
2021,10,1,11,High,6
2021,1,7,10,High,4
2019,5,1,1,High,2
2016,11,1,16,Moderate,4
2022,1,1,17,Severe,1
2018,12,4,6,High,7
2021,11,2,12,High,6
2016,9,6,5,High,3
2020,6,4,13,Low,6
2018,9,1,16,Moderate,2
2022,2,5,2,Severe,1
2018,4,5,12,High,6
2016,4,2,7,High,4
2018,12,4,5,Severe,2
2019,6,1,13,Moderate,6
2021,9,1,17,High,4
2017,5,3,2,Moderate,2
2021,12,6,6,Severe,1
2019,4,7,18,High,3
2020,2,7,23,Moderate,5
2022,8,2,15,Severe,3
2016,9,7,20,Severe,1
2020,10,6,5,Severe,2
2022,9,3,15,Severe,1
2019,4,7,0,High,3
2019,4,1,2,High,1
2021,11,2,21,Severe,2
2018,12,1,3,Moderate,1
2020,1,2,1,High,1
2022,4,1,8,Moderate,10
2016,7,6,0,High,1
2022,7,2,2,Low,1
2017,2,2,2,Moderate,2
2018,2,3,23,High,2
2018,11,2,17,Severe,3
2016,9,3,17,Severe,1
2020,3,7,4,Moderate,4
2019,2,1,3,Severe,2
2016,5,4,11,High,3
2017,1,3,17,High,7
2018,9,5,14,Severe,1
2017,5,1,4,High,3
2017,8,7,2,High,2
2017,6,7,2,Moderate,4
2017,1,6,12,High,8
2020,11,1,8,Severe,1
2023,1,2,16,Severe,5
2019,1,6,7,Severe,4
2020,3,3,17,Severe,3
2020,6,5,8,Low,6
2023,3,2,2,Moderate,3
2016,10,5,23,Moderate,1
2018,9,2,11,High,5
2017,7,2,22,High,4
2017,8,3,0,Severe,1
2019,2,2,17,Severe,1
2018,12,5,2,High,1
2016,4,6,17,Moderate,9
2022,3,5,13,High,6
2020,2,2,16,Severe,1
2021,8,7,18,High,4
2019,9,6,18,Severe,3
2017,6,2,22,High,7
2017,1,4,3,Moderate,1
2022,7,7,9,Severe,2
2018,3,5,4,High,9
2021,1,2,1,Severe,1
2018,8,5,23,Severe,1
2021,1,1,3,Severe,4
2020,9,3,17,High,3
2019,5,1,17,Moderate,3
2017,5,5,19,High,5
2016,9,6,5,Severe,1
2017,12,1,14,Severe,1
2021,9,5,17,Severe,2
2022,3,2,3,Moderate,3
2019,3,3,0,Severe,1
2019,11,7,4,High,2
2018,2,5,6,High,16
2022,12,1,12,Severe,1
2021,10,5,23,High,1
2018,7,2,6,Severe,2
2021,6,3,23,High,2
2020,11,2,17,Severe,2
2018,12,2,2,Moderate,2
2016,12,4,4,Moderate,2
2018,3,1,21,High,5
2019,8,4,10,Severe,1
2022,8,4,10,Low,4
2021,2,5,14,Severe,2
2019,10,2,9,Severe,1
2022,8,6,8,Severe,1
2020,7,6,9,High,4
2016,8,2,23,High,1
2022,5,4,15,Severe,1
2021,12,6,8,Severe,5
2022,12,6,4,Severe,1
2019,12,4,0,High,1
2017,6,4,18,Severe,2
2019,8,7,0,Moderate,4
2020,10,7,21,Severe,2
2018,1,6,6,High,9
2022,4,2,9,High,5
2019,5,3,18,Severe,2
2019,3,5,12,High,6
2016,8,5,1,High,2
2022,2,6,18,Severe,1
2022,4,1,4,Moderate,8
2019,5,1,14,Moderate,10
2016,6,1,13,Moderate,3
2022,5,7,22,Severe,1
2017,1,2,10,High,10
2018,8,1,22,Severe,2
2018,12,3,23,Severe,2
2016,6,4,12,High,6
2022,7,2,22,High,1
2017,8,7,14,Moderate,3
2019,7,1,13,Moderate,7
2016,8,7,3,High,1
2018,10,2,12,Low,1
2020,4,7,20,High,4
2017,8,3,7,Severe,2
2019,4,2,21,Severe,1
2020,9,2,13,High,3
2020,5,2,1,High,2
2017,12,7,23,High,2
2019,6,2,4,Severe,3
2016,6,7,0,Moderate,2
2018,4,3,12,High,7
2016,10,1,4,High,3
2018,3,3,7,Severe,2
2020,2,1,3,Moderate,5
2020,8,2,6,High,4
2019,9,5,15,Severe,1
2018,10,7,8,Moderate,4
2019,11,1,21,High,4
2019,2,3,0,Severe,1
2017,10,6,2,High,2
2019,10,2,13,Severe,1
2018,6,7,8,Moderate,5
2018,11,1,12,Severe,1
2016,5,7,2,Severe,1
2020,4,3,15,Severe,2
2018,3,1,7,Moderate,4
2020,7,1,20,Moderate,1
2016,10,1,22,Moderate,3
2016,8,3,23,Moderate,5
2019,1,7,3,High,2
2016,11,2,1,High,1
2022,7,4,13,Low,4
2022,2,3,16,Severe,4
2016,8,7,19,High,2
2019,12,7,13,High,5
2019,6,3,16,Severe,1
2018,2,7,22,Moderate,1
2019,2,4,8,Severe,3
2019,8,6,9,High,8
2022,7,4,18,High,4
2018,11,1,22,High,1
2023,2,7,4,Moderate,3
2022,1,1,19,High,2
2022,2,7,15,Severe,1
2020,10,3,19,High,5
2020,4,2,19,Severe,3
2016,9,1,19,High,4
2020,4,5,16,Severe,3
2020,3,5,22,Low,1
2021,5,7,3,Severe,2
2022,5,5,3,Moderate,4
2021,10,2,4,High,1
2016,6,2,23,High,2
2017,8,3,20,Severe,1
2020,5,1,9,Severe,2
2017,1,2,0,Moderate,4
2023,3,7,22,Moderate,3
2017,6,5,21,Severe,1
2020,6,2,4,High,5
2017,5,6,10,High,7
2019,7,7,18,Moderate,6
2016,9,7,12,High,3
2021,5,3,12,High,6
2019,5,7,3,High,2
2021,12,4,3,Moderate,9
2022,1,7,15,High,5
2022,12,3,18,Severe,3
2019,2,4,13,Severe,1
2020,12,1,20,High,1
2018,4,6,8,Severe,2
2016,7,3,21,Moderate,9
2017,4,7,21,Severe,2
2016,10,1,10,High,3
2022,2,6,21,High,4
2017,1,3,23,High,2
2018,8,2,21,High,3
2020,5,2,2,High,1
2018,11,2,1,Moderate,2
2018,7,6,20,Severe,1
2018,3,7,23,Moderate,1
2019,6,4,21,Moderate,8
2021,1,7,18,High,6
2017,2,7,15,Moderate,3
2017,6,5,8,Severe,1
2021,10,2,15,Severe,1
2019,4,5,23,Moderate,3
2017,7,2,1,High,1
2019,8,1,16,Moderate,3
2020,3,1,21,High,3
2020,2,4,8,Severe,3
2017,5,7,8,Moderate,1
2022,11,5,2,Moderate,11
2018,6,5,4,High,8
2020,11,4,10,High,4
2019,1,1,20,Moderate,5
2016,7,2,23,High,3
2019,7,7,16,High,3
2019,11,2,2,Moderate,1
2020,10,5,7,Severe,3
2016,12,3,4,Moderate,3
2016,7,1,6,High,2
2017,2,7,5,High,4
2019,11,2,15,Severe,3
2022,6,3,5,High,4
2017,11,6,10,High,6
2018,1,1,4,High,3
2021,3,2,11,High,2
2017,8,3,22,High,5
2022,11,2,12,Severe,1
2020,12,7,7,High,4
2020,5,1,15,Low,4
2016,4,7,10,Moderate,1
2022,11,2,10,Severe,1
2019,3,2,1,Severe,2
2023,1,5,19,Severe,2
2022,8,2,5,High,2
2017,12,1,7,Moderate,5
2021,9,1,9,High,1
2017,10,6,1,Severe,1
2021,5,3,16,Severe,2
2022,1,6,3,Moderate,4
2022,4,3,13,High,2
2017,9,3,19,Severe,2
2020,12,5,3,High,1
2016,11,4,9,Severe,2
2017,3,7,23,Severe,2
2021,3,1,13,High,6
2016,11,7,18,High,4
2019,7,2,15,Severe,2
2019,10,4,2,High,1
2020,2,2,0,Moderate,5
2016,8,2,20,Severe,1
2018,12,1,6,High,2
2021,2,1,17,High,1
2017,7,1,23,Severe,1
2021,4,7,19,High,2
2022,10,7,20,Severe,1
2017,1,4,23,High,3
2018,4,5,22,High,6
2018,1,4,8,Severe,1
2022,8,5,6,Severe,1
2017,2,2,17,Severe,1
2019,6,7,2,High,6
2021,11,3,22,High,1
2020,4,3,1,Low,1
2017,11,7,4,Severe,1
2020,10,1,10,Severe,1
2017,5,3,16,Severe,3
2022,12,3,3,Moderate,4
2017,7,2,18,Moderate,8
2019,10,3,11,Severe,2
2018,6,7,9,High,10
2022,3,7,1,High,1
2021,12,2,21,High,5
2022,11,3,7,Severe,2
2019,11,6,23,Severe,1
2016,8,5,22,Severe,1
2016,10,3,17,High,8
2020,5,2,0,Low,2
2021,11,2,0,High,2
2020,6,3,17,Low,2
2021,11,1,10,High,6
2018,1,1,14,High,7
2020,5,2,12,Low,3
2018,1,1,23,High,1
2022,6,3,0,Severe,12
2016,9,4,19,High,3
2017,11,5,11,Severe,1
2021,7,3,13,Severe,1
2016,6,1,23,High,1
2020,3,6,20,Severe,2
2022,9,2,15,Low,1
2022,9,6,14,High,1
2020,4,5,3,Moderate,6
2017,5,4,4,High,2
2018,6,5,5,Severe,2
2022,6,1,8,Moderate,7
2018,9,5,9,Severe,3
2020,10,4,0,High,2
2019,2,2,19,High,6
2017,6,1,20,High,2
2020,7,6,20,High,4
2019,4,5,12,Severe,1
2019,12,7,20,Severe,2
2022,12,6,9,Severe,2
2018,3,4,22,Moderate,2
2017,7,2,3,High,4
2018,1,1,8,High,5
2016,7,7,20,Severe,3
2019,9,1,19,High,1
2020,4,1,2,Moderate,5
2016,2,1,3,Severe,1
2021,6,5,4,High,2
2016,7,1,21,High,2
2018,3,3,0,Moderate,2
2016,4,2,12,High,2
2019,5,3,9,Severe,1
2022,8,7,16,High,4
2023,1,6,5,Severe,1
2020,7,6,6,Severe,1
2017,8,7,0,Severe,1
2017,12,5,3,High,3
2016,3,3,12,Moderate,1
2016,8,3,15,High,13
2018,4,6,10,Severe,2
2020,6,7,22,High,2
2016,11,7,18,Moderate,4
2017,12,4,10,Severe,1
2021,6,6,2,Moderate,7
2018,9,1,7,Severe,1
2016,3,4,21,High,1
2019,8,7,5,High,3
2021,5,5,20,High,3
2022,7,2,5,Low,3
2020,12,3,10,High,7
2016,5,4,5,Moderate,1
2016,8,3,20,Severe,3
2021,12,3,16,High,9
2017,4,2,18,Severe,1
2017,8,3,16,Severe,1
2021,6,5,2,Severe,1
2022,1,2,17,Severe,1
2022,4,6,21,High,2
2018,11,1,16,High,4
2021,8,7,4,Moderate,8
2018,4,7,13,Severe,1
2016,5,1,15,High,1
2022,1,5,6,Severe,1
2018,10,1,16,High,6
2018,2,5,21,High,3
2019,5,7,19,Moderate,5
2022,4,4,6,Low,2
2022,4,3,21,High,2
2018,7,7,11,Moderate,11
2021,8,4,3,Severe,1
2021,7,1,18,High,5
2017,8,7,1,High,1
2020,1,2,15,Low,1
2018,11,1,19,Severe,1
2017,9,7,14,Severe,1
2018,2,7,15,Moderate,16
2018,7,3,1,High,3
2017,9,3,4,High,3
2018,9,7,18,Moderate,6
2016,5,3,22,High,3
2019,3,7,17,Severe,3
2019,4,7,21,Severe,2
2020,4,1,8,High,4
2019,6,2,19,Moderate,5
2020,5,4,10,Severe,2
2021,3,3,1,Moderate,1
2021,11,2,16,High,11
2019,2,3,3,High,4
2022,1,4,8,High,6
2017,1,7,9,Moderate,4
2022,11,4,13,Severe,2
2022,5,2,4,Low,10
2018,3,5,19,Severe,2
2017,10,2,13,Severe,3
2017,7,7,23,Severe,2
2019,5,4,1,Moderate,1
2017,4,7,12,High,4
2017,7,3,12,High,4
2020,3,1,22,Severe,1
2017,5,3,12,High,6
2020,3,4,10,Low,2
2022,6,7,9,High,3
2020,8,7,17,High,5
2017,6,2,8,Severe,4
2020,1,6,12,Severe,3
2016,5,4,13,High,1
2018,1,5,7,Severe,5
2018,12,1,0,High,2
2018,9,5,2,Moderate,1
2020,3,2,4,High,5
2018,4,6,21,Moderate,5
2017,12,3,8,Severe,4
2022,9,6,16,High,3
2021,12,5,0,Severe,5
2020,9,6,16,Severe,1
2019,7,5,18,High,7
2021,3,2,7,Severe,1
2019,8,3,22,Moderate,6
2018,12,1,20,Moderate,9
2021,10,5,12,High,2
2018,9,4,16,Severe,4
2019,1,7,4,Moderate,6
2022,3,6,21,Severe,2
2018,8,2,23,Moderate,1
2016,3,1,21,Severe,1
2020,5,2,19,Low,3
2017,1,3,20,Severe,2
2019,12,2,11,Severe,1
2022,6,4,4,Severe,1
2018,9,3,9,Severe,1
2018,11,3,22,Moderate,6
2021,3,6,1,Moderate,7
2021,10,5,8,High,9
2022,8,3,19,High,3
2017,4,1,7,High,1
2021,4,5,2,High,2
2019,2,7,16,Severe,2
2018,5,1,19,Moderate,1
2017,4,1,11,High,3
2021,5,2,20,High,3
2020,5,4,11,High,6
2018,10,1,10,Severe,2
2019,8,7,2,Moderate,4
2019,2,7,3,Moderate,2
2022,7,7,3,Moderate,11
2019,4,4,21,High,3
2017,9,1,3,Moderate,2
2017,2,4,11,Severe,1
2017,2,1,14,Moderate,4
2022,1,5,4,High,3
2021,12,4,12,Severe,2
2020,4,5,22,Low,3
2016,7,5,4,Severe,3
2020,6,7,9,Moderate,7
2018,4,4,19,Severe,1
2022,1,5,19,Severe,1
2017,4,5,12,Severe,2
2018,10,3,13,Severe,3
2022,10,6,23,Severe,1
2017,12,1,12,Moderate,1
2019,3,6,2,High,3
2018,3,2,0,Moderate,1
2021,2,3,14,High,2
2016,6,7,15,High,3
2022,6,2,13,High,1
2017,8,7,17,High,5
2020,11,1,12,Severe,1
2018,12,1,21,High,4
2017,8,1,16,Severe,1
2016,9,1,21,High,2
2016,10,7,8,High,3
2021,8,6,0,High,1
2017,5,6,5,Moderate,5
2018,5,1,13,Moderate,4
2022,2,2,7,Severe,1
2019,12,2,18,Severe,4
2021,1,5,21,High,4
2020,6,5,5,Severe,2
2023,3,4,19,Moderate,7
2017,4,6,7,Low,1
2020,6,3,1,Low,2
2020,4,6,2,Severe,1
2020,7,6,4,Moderate,11
2019,11,7,6,Severe,2
2022,5,4,11,Low,4
2018,9,2,2,Moderate,2
2017,3,7,19,High,4
2022,8,3,13,Low,3
2020,6,7,4,Low,1
2018,12,2,23,High,5
2016,7,1,16,Moderate,3
2019,7,5,4,High,4
2017,4,3,0,Moderate,3
2019,7,1,5,Moderate,2
2020,9,3,16,Severe,1
2021,9,4,2,High,1
2018,2,3,20,Severe,1
2017,3,7,4,Severe,1
2018,4,6,4,High,8
2022,5,4,15,High,6
2021,3,7,3,Moderate,9
2018,8,2,6,High,14
2022,8,4,16,Severe,3
2017,9,4,13,High,6
2019,11,3,2,Moderate,1
2018,1,5,15,Severe,2
2022,4,3,20,High,3
2021,2,5,7,Severe,3
2020,4,6,23,High,3
2018,4,7,7,Moderate,3
2022,11,4,4,Moderate,6
2021,11,6,21,Severe,2
2018,5,1,11,High,7
2018,3,3,12,Severe,1
2021,2,5,11,High,3
2017,6,5,5,High,3
2018,11,1,15,Severe,1
2020,5,3,0,Moderate,2
2022,5,1,11,High,4
2017,1,2,10,Severe,1
2020,8,2,19,Moderate,7
2022,12,1,19,Severe,1
2020,4,1,13,High,4
2021,9,7,5,High,1
2020,4,4,23,Low,1
2017,8,6,6,Severe,1
2018,10,2,14,Severe,3
2020,4,7,21,Low,4
2022,11,2,9,Severe,3
2017,5,3,21,High,3
2016,9,1,15,Moderate,4
2020,1,4,1,High,2
2019,3,3,10,High,7
2022,11,3,2,Severe,1
2016,4,4,21,Moderate,4
2020,8,3,17,High,8
2022,6,6,5,Severe,1
2019,10,6,11,High,7
2020,7,7,12,High,3
2018,6,3,23,Moderate,1
2017,12,6,23,High,5
2019,7,2,8,Severe,2
2018,2,7,0,High,2
2017,6,3,6,Severe,1
2021,3,2,4,High,3
2022,2,5,1,High,1
2016,10,1,0,Severe,1
2017,4,3,11,High,11
2020,10,4,23,Severe,1
2020,1,4,1,Moderate,4
2019,3,2,15,Severe,1
2020,11,2,6,Severe,2
2018,2,7,2,Severe,1
2016,12,2,11,Severe,1
2017,1,1,6,High,2
2022,7,7,5,High,2
2018,12,6,10,Severe,1
2017,11,6,0,High,3
2017,3,3,12,High,7
